case_id,base_case_id,current_level,current_profile,fault_terminal,fault_site,fault_component,representative_fault_node,component_type,fault_type,severity,service_years,ambient_temp,vent_state,door_state,t_fault_start,circuit_id,supply_mode,source_voltage_nominal,upstream_path_resistance,fault_x_mm,fault_y_mm,fault_z_mm,surface_area,conv_hA,heat_capacity,fuel_mass,burn_rate,contact_ceiling,contact_loosen_scale,oxide_scale,arc_voltage_base,arc_field_v_per_mm,k_arc_ayrton,arc_growth_coeff,arc_rebridge_coeff,arc_energy_zone_low,arc_energy_zone_high,gas_ignition_threshold,min_ignition_duration,min_arc_hold_current,spread_plume_scale,spread_harness_scale,spread_exposure_gain,spread_gas_threshold_scale,spread_temp_threshold_scale,spread_heat_threshold_scale,spread_exposure_threshold_scale,min_spread_signals,spread_current_floor,spread_current_ref_a,spread_current_span_a,ac_source_phase,ac_extinction_voltage,ac_restrike_voltage,ac_reignition_overshoot,ac_phase_extinction_band,seed
CASE_01551,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1551002
CASE_01552,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1552000
CASE_01553,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1553001
CASE_01554,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1554002
CASE_01555,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1555000
CASE_01556,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1556001
CASE_01557,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1557002
CASE_01558,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1558000
CASE_01559,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1559001
CASE_01560,AC_CONSTANT,5.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,30.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1560002
CASE_01561,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1561000
CASE_01562,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1562001
CASE_01563,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1563002
CASE_01564,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1564000
CASE_01565,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1565001
CASE_01566,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1566002
CASE_01567,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1567000
CASE_01568,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1568001
CASE_01569,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1569002
CASE_01570,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1570000
CASE_01571,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1571001
CASE_01572,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,0.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1572002
CASE_01573,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1573000
CASE_01574,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1574001
CASE_01575,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1575002
CASE_01576,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1576000
CASE_01577,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1577001
CASE_01578,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1578002
CASE_01579,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1579000
CASE_01580,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1580001
CASE_01581,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1581002
CASE_01582,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1582000
CASE_01583,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1583001
CASE_01584,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,5.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1584002
CASE_01585,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1585000
CASE_01586,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1586001
CASE_01587,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1587002
CASE_01588,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1588000
CASE_01589,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1589001
CASE_01590,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1590002
CASE_01591,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1591000
CASE_01592,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1592001
CASE_01593,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1593002
CASE_01594,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1594000
CASE_01595,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1595001
CASE_01596,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,10.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1596002
CASE_01597,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1597000
CASE_01598,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1598001
CASE_01599,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1599002
CASE_01600,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1600000
CASE_01601,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1601001
CASE_01602,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1602002
CASE_01603,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1603000
CASE_01604,AC_CONSTANT,10.0,constant,X2,X2,X2,X2_1,terminal_block,poor_contact,0.75,20.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,610.0,330.0,705.0,0.005,0.05,55.0,9.0,0.06,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,1604001
