case_id,base_case_id,current_level,current_profile,fault_terminal,fault_site,fault_component,representative_fault_node,component_type,fault_type,severity,service_years,ambient_temp,vent_state,door_state,t_fault_start,circuit_id,supply_mode,source_voltage_nominal,upstream_path_resistance,fault_x_mm,fault_y_mm,fault_z_mm,surface_area,conv_hA,heat_capacity,fuel_mass,burn_rate,contact_ceiling,contact_loosen_scale,oxide_scale,arc_voltage_base,arc_field_v_per_mm,k_arc_ayrton,arc_growth_coeff,arc_rebridge_coeff,arc_energy_zone_low,arc_energy_zone_high,gas_ignition_threshold,min_ignition_duration,min_arc_hold_current,spread_plume_scale,spread_harness_scale,spread_exposure_gain,spread_gas_threshold_scale,spread_temp_threshold_scale,spread_heat_threshold_scale,spread_exposure_threshold_scale,min_spread_signals,spread_current_floor,spread_current_ref_a,spread_current_span_a,ac_source_phase,ac_extinction_voltage,ac_restrike_voltage,ac_reignition_overshoot,ac_phase_extinction_band,seed
CASE_00519,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,519002
CASE_00520,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,520000
CASE_00521,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,521001
CASE_00522,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,522002
CASE_00523,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,523000
CASE_00524,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,524001
CASE_00525,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,525002
CASE_00526,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,526000
CASE_00527,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,527001
CASE_00528,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,20.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,528002
CASE_00529,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,529000
CASE_00530,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,530001
CASE_00531,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,531002
CASE_00532,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,532000
CASE_00533,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,533001
CASE_00534,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,534002
CASE_00535,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,535000
CASE_00536,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,536001
CASE_00537,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,537002
CASE_00538,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,538000
CASE_00539,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,539001
CASE_00540,AC_CONSTANT,2.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,30.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,540002
CASE_00541,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,541000
CASE_00542,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,542001
CASE_00543,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,543002
CASE_00544,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,544000
CASE_00545,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,545001
CASE_00546,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,546002
CASE_00547,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,547000
CASE_00548,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,548001
CASE_00549,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,549002
CASE_00550,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,550000
CASE_00551,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,551001
CASE_00552,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,0.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,552002
CASE_00553,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,553000
CASE_00554,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,554001
CASE_00555,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,555002
CASE_00556,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,556000
CASE_00557,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,557001
CASE_00558,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,558002
CASE_00559,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,559000
CASE_00560,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,560001
CASE_00561,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,forced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,561002
CASE_00562,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,562000
CASE_00563,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,563001
CASE_00564,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,5.0,26.0,off,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,564002
CASE_00565,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,10.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,565000
CASE_00566,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,10.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,566001
CASE_00567,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,10.0,26.0,normal,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,567002
CASE_00568,AC_CONSTANT,5.0,constant,KM1_AC,KM1_AC,KM1_AC,KM1_AC,contactor_ac_terminal,poor_contact,0.75,10.0,26.0,reduced,closed,120.0,AC_LOOP,AC,110.0,0.035,455.0,248.0,1095.0,0.0108,0.104,92.0,15.5,0.088,0.35,0.96,0.92,20.5,10.8,8.8,0.0025,0.26,630.0,1515.0,19.0,2.4,0.7,0.58,0.42,0.36,1.12,1.3,1.42,3.6,2,0.9,20.0,10.0,0.1745329251994329,7.0,38.0,6.0,0.12,568000
