"case_id","fault_terminal","component_type","supply_mode","current_level","service_years","vent_state","door_state","current_profile","ambient_temp","severity","seed"
"CASE_00693","KM1_AC","contactor_ac_terminal","AC","15.0","10.0","forced","closed","constant","26.0","0.75","693002"
"CASE_00694","KM1_AC","contactor_ac_terminal","AC","15.0","10.0","off","closed","constant","26.0","0.75","694000"
"CASE_00695","KM1_AC","contactor_ac_terminal","AC","15.0","10.0","off","closed","constant","26.0","0.75","695001"
"CASE_00696","KM1_AC","contactor_ac_terminal","AC","15.0","10.0","off","closed","constant","26.0","0.75","696002"
"CASE_00697","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","normal","closed","constant","26.0","0.75","697000"
"CASE_00698","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","normal","closed","constant","26.0","0.75","698001"
"CASE_00699","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","normal","closed","constant","26.0","0.75","699002"
"CASE_00700","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","reduced","closed","constant","26.0","0.75","700000"
"CASE_00701","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","reduced","closed","constant","26.0","0.75","701001"
"CASE_00702","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","reduced","closed","constant","26.0","0.75","702002"
"CASE_00703","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","forced","closed","constant","26.0","0.75","703000"
"CASE_00704","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","forced","closed","constant","26.0","0.75","704001"
"CASE_00705","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","forced","closed","constant","26.0","0.75","705002"
"CASE_00706","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","off","closed","constant","26.0","0.75","706000"
"CASE_00707","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","off","closed","constant","26.0","0.75","707001"
"CASE_00708","KM1_AC","contactor_ac_terminal","AC","15.0","20.0","off","closed","constant","26.0","0.75","708002"
"CASE_00709","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","normal","closed","constant","26.0","0.75","709000"
"CASE_00710","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","normal","closed","constant","26.0","0.75","710001"
"CASE_00711","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","normal","closed","constant","26.0","0.75","711002"
"CASE_00712","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","reduced","closed","constant","26.0","0.75","712000"
"CASE_00713","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","reduced","closed","constant","26.0","0.75","713001"
"CASE_00714","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","reduced","closed","constant","26.0","0.75","714002"
"CASE_00715","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","forced","closed","constant","26.0","0.75","715000"
"CASE_00716","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","forced","closed","constant","26.0","0.75","716001"
"CASE_00717","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","forced","closed","constant","26.0","0.75","717002"
"CASE_00718","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","off","closed","constant","26.0","0.75","718000"
"CASE_00719","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","off","closed","constant","26.0","0.75","719001"
"CASE_00720","KM1_AC","contactor_ac_terminal","AC","15.0","30.0","off","closed","constant","26.0","0.75","720002"
"CASE_00721","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","normal","closed","constant","26.0","0.75","721000"
"CASE_00722","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","normal","closed","constant","26.0","0.75","722001"
"CASE_00723","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","normal","closed","constant","26.0","0.75","723002"
"CASE_00724","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","reduced","closed","constant","26.0","0.75","724000"
"CASE_00725","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","reduced","closed","constant","26.0","0.75","725001"
"CASE_00726","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","reduced","closed","constant","26.0","0.75","726002"
"CASE_00727","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","forced","closed","constant","26.0","0.75","727000"
"CASE_00728","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","forced","closed","constant","26.0","0.75","728001"
"CASE_00729","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","forced","closed","constant","26.0","0.75","729002"
"CASE_00730","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","off","closed","constant","26.0","0.75","730000"
"CASE_00731","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","off","closed","constant","26.0","0.75","731001"
"CASE_00732","KM1_AC","contactor_ac_terminal","AC","20.0","0.0","off","closed","constant","26.0","0.75","732002"
"CASE_00733","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","normal","closed","constant","26.0","0.75","733000"
"CASE_00734","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","normal","closed","constant","26.0","0.75","734001"
"CASE_00735","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","normal","closed","constant","26.0","0.75","735002"
"CASE_00736","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","reduced","closed","constant","26.0","0.75","736000"
"CASE_00737","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","reduced","closed","constant","26.0","0.75","737001"
"CASE_00738","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","reduced","closed","constant","26.0","0.75","738002"
"CASE_00739","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","forced","closed","constant","26.0","0.75","739000"
"CASE_00740","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","forced","closed","constant","26.0","0.75","740001"
"CASE_00741","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","forced","closed","constant","26.0","0.75","741002"
"CASE_00742","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","off","closed","constant","26.0","0.75","742000"
"CASE_00743","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","off","closed","constant","26.0","0.75","743001"
"CASE_00744","KM1_AC","contactor_ac_terminal","AC","20.0","5.0","off","closed","constant","26.0","0.75","744002"
"CASE_00745","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","normal","closed","constant","26.0","0.75","745000"
"CASE_00746","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","normal","closed","constant","26.0","0.75","746001"
"CASE_00747","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","normal","closed","constant","26.0","0.75","747002"
"CASE_00748","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","reduced","closed","constant","26.0","0.75","748000"
"CASE_00749","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","reduced","closed","constant","26.0","0.75","749001"
"CASE_00750","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","reduced","closed","constant","26.0","0.75","750002"
"CASE_00751","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","forced","closed","constant","26.0","0.75","751000"
"CASE_00752","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","forced","closed","constant","26.0","0.75","752001"
"CASE_00753","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","forced","closed","constant","26.0","0.75","753002"
"CASE_00754","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","off","closed","constant","26.0","0.75","754000"
"CASE_00755","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","off","closed","constant","26.0","0.75","755001"
"CASE_00756","KM1_AC","contactor_ac_terminal","AC","20.0","10.0","off","closed","constant","26.0","0.75","756002"
"CASE_00757","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","normal","closed","constant","26.0","0.75","757000"
"CASE_00758","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","normal","closed","constant","26.0","0.75","758001"
"CASE_00759","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","normal","closed","constant","26.0","0.75","759002"
"CASE_00760","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","reduced","closed","constant","26.0","0.75","760000"
"CASE_00761","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","reduced","closed","constant","26.0","0.75","761001"
"CASE_00762","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","reduced","closed","constant","26.0","0.75","762002"
"CASE_00763","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","forced","closed","constant","26.0","0.75","763000"
"CASE_00764","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","forced","closed","constant","26.0","0.75","764001"
"CASE_00765","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","forced","closed","constant","26.0","0.75","765002"
"CASE_00766","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","off","closed","constant","26.0","0.75","766000"
"CASE_00767","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","off","closed","constant","26.0","0.75","767001"
"CASE_00768","KM1_AC","contactor_ac_terminal","AC","20.0","20.0","off","closed","constant","26.0","0.75","768002"
"CASE_00769","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","normal","closed","constant","26.0","0.75","769000"
"CASE_00770","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","normal","closed","constant","26.0","0.75","770001"
"CASE_00771","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","normal","closed","constant","26.0","0.75","771002"
"CASE_00772","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","reduced","closed","constant","26.0","0.75","772000"
"CASE_00773","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","reduced","closed","constant","26.0","0.75","773001"
"CASE_00774","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","reduced","closed","constant","26.0","0.75","774002"
"CASE_00775","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","forced","closed","constant","26.0","0.75","775000"
"CASE_00776","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","forced","closed","constant","26.0","0.75","776001"
"CASE_00777","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","forced","closed","constant","26.0","0.75","777002"
"CASE_00778","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","off","closed","constant","26.0","0.75","778000"
"CASE_00779","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","off","closed","constant","26.0","0.75","779001"
"CASE_00780","KM1_AC","contactor_ac_terminal","AC","20.0","30.0","off","closed","constant","26.0","0.75","780002"
"CASE_00781","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","normal","closed","constant","26.0","0.75","781000"
"CASE_00782","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","normal","closed","constant","26.0","0.75","782001"
"CASE_00783","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","normal","closed","constant","26.0","0.75","783002"
"CASE_00784","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","reduced","closed","constant","26.0","0.75","784000"
"CASE_00785","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","reduced","closed","constant","26.0","0.75","785001"
"CASE_00786","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","reduced","closed","constant","26.0","0.75","786002"
"CASE_00787","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","forced","closed","constant","26.0","0.75","787000"
"CASE_00788","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","forced","closed","constant","26.0","0.75","788001"
"CASE_00789","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","forced","closed","constant","26.0","0.75","789002"
"CASE_00790","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","off","closed","constant","26.0","0.75","790000"
"CASE_00791","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","off","closed","constant","26.0","0.75","791001"
"CASE_00792","KM1_AC","contactor_ac_terminal","AC","25.0","0.0","off","closed","constant","26.0","0.75","792002"
"CASE_00793","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","normal","closed","constant","26.0","0.75","793000"
"CASE_00794","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","normal","closed","constant","26.0","0.75","794001"
"CASE_00795","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","normal","closed","constant","26.0","0.75","795002"
"CASE_00796","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","reduced","closed","constant","26.0","0.75","796000"
"CASE_00797","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","reduced","closed","constant","26.0","0.75","797001"
"CASE_00798","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","reduced","closed","constant","26.0","0.75","798002"
"CASE_00799","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","forced","closed","constant","26.0","0.75","799000"
"CASE_00800","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","forced","closed","constant","26.0","0.75","800001"
"CASE_00801","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","forced","closed","constant","26.0","0.75","801002"
"CASE_00802","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","off","closed","constant","26.0","0.75","802000"
"CASE_00803","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","off","closed","constant","26.0","0.75","803001"
"CASE_00804","KM1_AC","contactor_ac_terminal","AC","25.0","5.0","off","closed","constant","26.0","0.75","804002"
"CASE_00805","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","normal","closed","constant","26.0","0.75","805000"
"CASE_00806","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","normal","closed","constant","26.0","0.75","806001"
"CASE_00807","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","normal","closed","constant","26.0","0.75","807002"
"CASE_00808","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","reduced","closed","constant","26.0","0.75","808000"
"CASE_00809","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","reduced","closed","constant","26.0","0.75","809001"
"CASE_00810","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","reduced","closed","constant","26.0","0.75","810002"
"CASE_00811","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","forced","closed","constant","26.0","0.75","811000"
"CASE_00812","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","forced","closed","constant","26.0","0.75","812001"
"CASE_00813","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","forced","closed","constant","26.0","0.75","813002"
"CASE_00814","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","off","closed","constant","26.0","0.75","814000"
"CASE_00815","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","off","closed","constant","26.0","0.75","815001"
"CASE_00816","KM1_AC","contactor_ac_terminal","AC","25.0","10.0","off","closed","constant","26.0","0.75","816002"
"CASE_00817","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","normal","closed","constant","26.0","0.75","817000"
"CASE_00818","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","normal","closed","constant","26.0","0.75","818001"
"CASE_00819","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","normal","closed","constant","26.0","0.75","819002"
"CASE_00820","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","reduced","closed","constant","26.0","0.75","820000"
"CASE_00821","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","reduced","closed","constant","26.0","0.75","821001"
"CASE_00822","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","reduced","closed","constant","26.0","0.75","822002"
"CASE_00823","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","forced","closed","constant","26.0","0.75","823000"
"CASE_00824","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","forced","closed","constant","26.0","0.75","824001"
"CASE_00825","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","forced","closed","constant","26.0","0.75","825002"
"CASE_00826","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","off","closed","constant","26.0","0.75","826000"
"CASE_00827","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","off","closed","constant","26.0","0.75","827001"
"CASE_00828","KM1_AC","contactor_ac_terminal","AC","25.0","20.0","off","closed","constant","26.0","0.75","828002"
"CASE_00829","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","normal","closed","constant","26.0","0.75","829000"
"CASE_00830","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","normal","closed","constant","26.0","0.75","830001"
"CASE_00831","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","normal","closed","constant","26.0","0.75","831002"
"CASE_00832","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","reduced","closed","constant","26.0","0.75","832000"
"CASE_00833","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","reduced","closed","constant","26.0","0.75","833001"
"CASE_00834","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","reduced","closed","constant","26.0","0.75","834002"
"CASE_00835","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","forced","closed","constant","26.0","0.75","835000"
"CASE_00836","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","forced","closed","constant","26.0","0.75","836001"
"CASE_00837","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","forced","closed","constant","26.0","0.75","837002"
"CASE_00838","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","off","closed","constant","26.0","0.75","838000"
"CASE_00839","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","off","closed","constant","26.0","0.75","839001"
"CASE_00840","KM1_AC","contactor_ac_terminal","AC","25.0","30.0","off","closed","constant","26.0","0.75","840002"
"CASE_00841","KM1_AC","contactor_ac_terminal","AC","30.0","0.0","normal","closed","constant","26.0","0.75","841000"
