"case_id","fault_terminal","component_type","supply_mode","current_level","service_years","vent_state","door_state","current_profile","ambient_temp","severity","seed"
"CASE_00906","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","reduced","closed","constant","26.0","0.75","906002"
"CASE_00907","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","forced","closed","constant","26.0","0.75","907000"
"CASE_00908","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","forced","closed","constant","26.0","0.75","908001"
"CASE_00909","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","forced","closed","constant","26.0","0.75","909002"
"CASE_00910","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","off","closed","constant","26.0","0.75","910000"
"CASE_00911","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","off","closed","constant","26.0","0.75","911001"
"CASE_00912","KM1_AC","contactor_ac_terminal","AC","35.0","0.0","off","closed","constant","26.0","0.75","912002"
"CASE_00913","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","normal","closed","constant","26.0","0.75","913000"
"CASE_00914","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","normal","closed","constant","26.0","0.75","914001"
"CASE_00915","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","normal","closed","constant","26.0","0.75","915002"
"CASE_00916","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","reduced","closed","constant","26.0","0.75","916000"
"CASE_00917","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","reduced","closed","constant","26.0","0.75","917001"
"CASE_00918","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","reduced","closed","constant","26.0","0.75","918002"
"CASE_00919","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","forced","closed","constant","26.0","0.75","919000"
"CASE_00920","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","forced","closed","constant","26.0","0.75","920001"
"CASE_00921","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","forced","closed","constant","26.0","0.75","921002"
"CASE_00922","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","off","closed","constant","26.0","0.75","922000"
"CASE_00923","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","off","closed","constant","26.0","0.75","923001"
"CASE_00924","KM1_AC","contactor_ac_terminal","AC","35.0","5.0","off","closed","constant","26.0","0.75","924002"
"CASE_00925","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","normal","closed","constant","26.0","0.75","925000"
"CASE_00926","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","normal","closed","constant","26.0","0.75","926001"
"CASE_00927","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","normal","closed","constant","26.0","0.75","927002"
"CASE_00928","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","reduced","closed","constant","26.0","0.75","928000"
"CASE_00929","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","reduced","closed","constant","26.0","0.75","929001"
"CASE_00930","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","reduced","closed","constant","26.0","0.75","930002"
"CASE_00931","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","forced","closed","constant","26.0","0.75","931000"
"CASE_00932","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","forced","closed","constant","26.0","0.75","932001"
"CASE_00933","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","forced","closed","constant","26.0","0.75","933002"
"CASE_00934","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","off","closed","constant","26.0","0.75","934000"
"CASE_00935","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","off","closed","constant","26.0","0.75","935001"
"CASE_00936","KM1_AC","contactor_ac_terminal","AC","35.0","10.0","off","closed","constant","26.0","0.75","936002"
"CASE_00937","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","normal","closed","constant","26.0","0.75","937000"
"CASE_00938","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","normal","closed","constant","26.0","0.75","938001"
"CASE_00939","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","normal","closed","constant","26.0","0.75","939002"
"CASE_00940","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","reduced","closed","constant","26.0","0.75","940000"
"CASE_00941","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","reduced","closed","constant","26.0","0.75","941001"
"CASE_00942","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","reduced","closed","constant","26.0","0.75","942002"
"CASE_00943","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","forced","closed","constant","26.0","0.75","943000"
"CASE_00944","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","forced","closed","constant","26.0","0.75","944001"
"CASE_00945","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","forced","closed","constant","26.0","0.75","945002"
"CASE_00946","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","off","closed","constant","26.0","0.75","946000"
"CASE_00947","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","off","closed","constant","26.0","0.75","947001"
"CASE_00948","KM1_AC","contactor_ac_terminal","AC","35.0","20.0","off","closed","constant","26.0","0.75","948002"
"CASE_00949","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","normal","closed","constant","26.0","0.75","949000"
"CASE_00950","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","normal","closed","constant","26.0","0.75","950001"
"CASE_00951","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","normal","closed","constant","26.0","0.75","951002"
"CASE_00952","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","reduced","closed","constant","26.0","0.75","952000"
"CASE_00953","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","reduced","closed","constant","26.0","0.75","953001"
"CASE_00954","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","reduced","closed","constant","26.0","0.75","954002"
"CASE_00955","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","forced","closed","constant","26.0","0.75","955000"
"CASE_00956","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","forced","closed","constant","26.0","0.75","956001"
"CASE_00957","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","forced","closed","constant","26.0","0.75","957002"
"CASE_00958","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","off","closed","constant","26.0","0.75","958000"
"CASE_00959","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","off","closed","constant","26.0","0.75","959001"
"CASE_00960","KM1_AC","contactor_ac_terminal","AC","35.0","30.0","off","closed","constant","26.0","0.75","960002"
"CASE_00961","X1","terminal_block","DC","2.0","0.0","normal","closed","constant","26.0","0.75","961000"
"CASE_00962","X1","terminal_block","DC","2.0","0.0","normal","closed","constant","26.0","0.75","962001"
"CASE_00963","X1","terminal_block","DC","2.0","0.0","normal","closed","constant","26.0","0.75","963002"
"CASE_00964","X1","terminal_block","DC","2.0","0.0","reduced","closed","constant","26.0","0.75","964000"
"CASE_00965","X1","terminal_block","DC","2.0","0.0","reduced","closed","constant","26.0","0.75","965001"
"CASE_00966","X1","terminal_block","DC","2.0","0.0","reduced","closed","constant","26.0","0.75","966002"
"CASE_00967","X1","terminal_block","DC","2.0","0.0","forced","closed","constant","26.0","0.75","967000"
"CASE_00968","X1","terminal_block","DC","2.0","0.0","forced","closed","constant","26.0","0.75","968001"
"CASE_00969","X1","terminal_block","DC","2.0","0.0","forced","closed","constant","26.0","0.75","969002"
"CASE_00970","X1","terminal_block","DC","2.0","0.0","off","closed","constant","26.0","0.75","970000"
"CASE_00971","X1","terminal_block","DC","2.0","0.0","off","closed","constant","26.0","0.75","971001"
"CASE_00972","X1","terminal_block","DC","2.0","0.0","off","closed","constant","26.0","0.75","972002"
"CASE_00973","X1","terminal_block","DC","2.0","5.0","normal","closed","constant","26.0","0.75","973000"
"CASE_00974","X1","terminal_block","DC","2.0","5.0","normal","closed","constant","26.0","0.75","974001"
"CASE_00975","X1","terminal_block","DC","2.0","5.0","normal","closed","constant","26.0","0.75","975002"
"CASE_00976","X1","terminal_block","DC","2.0","5.0","reduced","closed","constant","26.0","0.75","976000"
"CASE_00977","X1","terminal_block","DC","2.0","5.0","reduced","closed","constant","26.0","0.75","977001"
"CASE_00978","X1","terminal_block","DC","2.0","5.0","reduced","closed","constant","26.0","0.75","978002"
"CASE_00979","X1","terminal_block","DC","2.0","5.0","forced","closed","constant","26.0","0.75","979000"
"CASE_00980","X1","terminal_block","DC","2.0","5.0","forced","closed","constant","26.0","0.75","980001"
"CASE_00981","X1","terminal_block","DC","2.0","5.0","forced","closed","constant","26.0","0.75","981002"
"CASE_00982","X1","terminal_block","DC","2.0","5.0","off","closed","constant","26.0","0.75","982000"
"CASE_00983","X1","terminal_block","DC","2.0","5.0","off","closed","constant","26.0","0.75","983001"
"CASE_00984","X1","terminal_block","DC","2.0","5.0","off","closed","constant","26.0","0.75","984002"
"CASE_00985","X1","terminal_block","DC","2.0","10.0","normal","closed","constant","26.0","0.75","985000"
"CASE_00986","X1","terminal_block","DC","2.0","10.0","normal","closed","constant","26.0","0.75","986001"
"CASE_00987","X1","terminal_block","DC","2.0","10.0","normal","closed","constant","26.0","0.75","987002"
"CASE_00988","X1","terminal_block","DC","2.0","10.0","reduced","closed","constant","26.0","0.75","988000"
"CASE_00989","X1","terminal_block","DC","2.0","10.0","reduced","closed","constant","26.0","0.75","989001"
"CASE_00990","X1","terminal_block","DC","2.0","10.0","reduced","closed","constant","26.0","0.75","990002"
"CASE_00991","X1","terminal_block","DC","2.0","10.0","forced","closed","constant","26.0","0.75","991000"
"CASE_00992","X1","terminal_block","DC","2.0","10.0","forced","closed","constant","26.0","0.75","992001"
"CASE_00993","X1","terminal_block","DC","2.0","10.0","forced","closed","constant","26.0","0.75","993002"
"CASE_00994","X1","terminal_block","DC","2.0","10.0","off","closed","constant","26.0","0.75","994000"
"CASE_00995","X1","terminal_block","DC","2.0","10.0","off","closed","constant","26.0","0.75","995001"
"CASE_00996","X1","terminal_block","DC","2.0","10.0","off","closed","constant","26.0","0.75","996002"
"CASE_00997","X1","terminal_block","DC","2.0","20.0","normal","closed","constant","26.0","0.75","997000"
"CASE_00998","X1","terminal_block","DC","2.0","20.0","normal","closed","constant","26.0","0.75","998001"
"CASE_00999","X1","terminal_block","DC","2.0","20.0","normal","closed","constant","26.0","0.75","999002"
"CASE_01000","X1","terminal_block","DC","2.0","20.0","reduced","closed","constant","26.0","0.75","1000000"
"CASE_01001","X1","terminal_block","DC","2.0","20.0","reduced","closed","constant","26.0","0.75","1001001"
"CASE_01002","X1","terminal_block","DC","2.0","20.0","reduced","closed","constant","26.0","0.75","1002002"
"CASE_01003","X1","terminal_block","DC","2.0","20.0","forced","closed","constant","26.0","0.75","1003000"
"CASE_01004","X1","terminal_block","DC","2.0","20.0","forced","closed","constant","26.0","0.75","1004001"
"CASE_01005","X1","terminal_block","DC","2.0","20.0","forced","closed","constant","26.0","0.75","1005002"
"CASE_01006","X1","terminal_block","DC","2.0","20.0","off","closed","constant","26.0","0.75","1006000"
"CASE_01007","X1","terminal_block","DC","2.0","20.0","off","closed","constant","26.0","0.75","1007001"
"CASE_01008","X1","terminal_block","DC","2.0","20.0","off","closed","constant","26.0","0.75","1008002"
"CASE_01009","X1","terminal_block","DC","2.0","30.0","normal","closed","constant","26.0","0.75","1009000"
"CASE_01010","X1","terminal_block","DC","2.0","30.0","normal","closed","constant","26.0","0.75","1010001"
"CASE_01011","X1","terminal_block","DC","2.0","30.0","normal","closed","constant","26.0","0.75","1011002"
"CASE_01012","X1","terminal_block","DC","2.0","30.0","reduced","closed","constant","26.0","0.75","1012000"
"CASE_01013","X1","terminal_block","DC","2.0","30.0","reduced","closed","constant","26.0","0.75","1013001"
"CASE_01014","X1","terminal_block","DC","2.0","30.0","reduced","closed","constant","26.0","0.75","1014002"
"CASE_01015","X1","terminal_block","DC","2.0","30.0","forced","closed","constant","26.0","0.75","1015000"
"CASE_01016","X1","terminal_block","DC","2.0","30.0","forced","closed","constant","26.0","0.75","1016001"
"CASE_01017","X1","terminal_block","DC","2.0","30.0","forced","closed","constant","26.0","0.75","1017002"
"CASE_01018","X1","terminal_block","DC","2.0","30.0","off","closed","constant","26.0","0.75","1018000"
"CASE_01019","X1","terminal_block","DC","2.0","30.0","off","closed","constant","26.0","0.75","1019001"
"CASE_01020","X1","terminal_block","DC","2.0","30.0","off","closed","constant","26.0","0.75","1020002"
"CASE_01021","X1","terminal_block","DC","5.0","0.0","normal","closed","constant","26.0","0.75","1021000"
"CASE_01022","X1","terminal_block","DC","5.0","0.0","normal","closed","constant","26.0","0.75","1022001"
"CASE_01023","X1","terminal_block","DC","5.0","0.0","normal","closed","constant","26.0","0.75","1023002"
"CASE_01024","X1","terminal_block","DC","5.0","0.0","reduced","closed","constant","26.0","0.75","1024000"
"CASE_01025","X1","terminal_block","DC","5.0","0.0","reduced","closed","constant","26.0","0.75","1025001"
"CASE_01026","X1","terminal_block","DC","5.0","0.0","reduced","closed","constant","26.0","0.75","1026002"
"CASE_01027","X1","terminal_block","DC","5.0","0.0","forced","closed","constant","26.0","0.75","1027000"
"CASE_01028","X1","terminal_block","DC","5.0","0.0","forced","closed","constant","26.0","0.75","1028001"
"CASE_01029","X1","terminal_block","DC","5.0","0.0","forced","closed","constant","26.0","0.75","1029002"
"CASE_01030","X1","terminal_block","DC","5.0","0.0","off","closed","constant","26.0","0.75","1030000"
"CASE_01031","X1","terminal_block","DC","5.0","0.0","off","closed","constant","26.0","0.75","1031001"
"CASE_01032","X1","terminal_block","DC","5.0","0.0","off","closed","constant","26.0","0.75","1032002"
"CASE_01033","X1","terminal_block","DC","5.0","5.0","normal","closed","constant","26.0","0.75","1033000"
"CASE_01034","X1","terminal_block","DC","5.0","5.0","normal","closed","constant","26.0","0.75","1034001"
"CASE_01035","X1","terminal_block","DC","5.0","5.0","normal","closed","constant","26.0","0.75","1035002"
"CASE_01036","X1","terminal_block","DC","5.0","5.0","reduced","closed","constant","26.0","0.75","1036000"
"CASE_01037","X1","terminal_block","DC","5.0","5.0","reduced","closed","constant","26.0","0.75","1037001"
"CASE_01038","X1","terminal_block","DC","5.0","5.0","reduced","closed","constant","26.0","0.75","1038002"
"CASE_01039","X1","terminal_block","DC","5.0","5.0","forced","closed","constant","26.0","0.75","1039000"
"CASE_01040","X1","terminal_block","DC","5.0","5.0","forced","closed","constant","26.0","0.75","1040001"
"CASE_01041","X1","terminal_block","DC","5.0","5.0","forced","closed","constant","26.0","0.75","1041002"
"CASE_01042","X1","terminal_block","DC","5.0","5.0","off","closed","constant","26.0","0.75","1042000"
"CASE_01043","X1","terminal_block","DC","5.0","5.0","off","closed","constant","26.0","0.75","1043001"
"CASE_01044","X1","terminal_block","DC","5.0","5.0","off","closed","constant","26.0","0.75","1044002"
"CASE_01045","X1","terminal_block","DC","5.0","10.0","normal","closed","constant","26.0","0.75","1045000"
"CASE_01046","X1","terminal_block","DC","5.0","10.0","normal","closed","constant","26.0","0.75","1046001"
"CASE_01047","X1","terminal_block","DC","5.0","10.0","normal","closed","constant","26.0","0.75","1047002"
"CASE_01048","X1","terminal_block","DC","5.0","10.0","reduced","closed","constant","26.0","0.75","1048000"
"CASE_01049","X1","terminal_block","DC","5.0","10.0","reduced","closed","constant","26.0","0.75","1049001"
"CASE_01050","X1","terminal_block","DC","5.0","10.0","reduced","closed","constant","26.0","0.75","1050002"
"CASE_01051","X1","terminal_block","DC","5.0","10.0","forced","closed","constant","26.0","0.75","1051000"
"CASE_01052","X1","terminal_block","DC","5.0","10.0","forced","closed","constant","26.0","0.75","1052001"
"CASE_01053","X1","terminal_block","DC","5.0","10.0","forced","closed","constant","26.0","0.75","1053002"
"CASE_01054","X1","terminal_block","DC","5.0","10.0","off","closed","constant","26.0","0.75","1054000"
"CASE_01055","X1","terminal_block","DC","5.0","10.0","off","closed","constant","26.0","0.75","1055001"
"CASE_01056","X1","terminal_block","DC","5.0","10.0","off","closed","constant","26.0","0.75","1056002"
"CASE_01057","X1","terminal_block","DC","5.0","20.0","normal","closed","constant","26.0","0.75","1057000"
"CASE_01058","X1","terminal_block","DC","5.0","20.0","normal","closed","constant","26.0","0.75","1058001"
"CASE_01059","X1","terminal_block","DC","5.0","20.0","normal","closed","constant","26.0","0.75","1059002"
"CASE_01060","X1","terminal_block","DC","5.0","20.0","reduced","closed","constant","26.0","0.75","1060000"
"CASE_01061","X1","terminal_block","DC","5.0","20.0","reduced","closed","constant","26.0","0.75","1061001"
"CASE_01062","X1","terminal_block","DC","5.0","20.0","reduced","closed","constant","26.0","0.75","1062002"
"CASE_01063","X1","terminal_block","DC","5.0","20.0","forced","closed","constant","26.0","0.75","1063000"
"CASE_01064","X1","terminal_block","DC","5.0","20.0","forced","closed","constant","26.0","0.75","1064001"
"CASE_01065","X1","terminal_block","DC","5.0","20.0","forced","closed","constant","26.0","0.75","1065002"
"CASE_01066","X1","terminal_block","DC","5.0","20.0","off","closed","constant","26.0","0.75","1066000"
"CASE_01067","X1","terminal_block","DC","5.0","20.0","off","closed","constant","26.0","0.75","1067001"
"CASE_01068","X1","terminal_block","DC","5.0","20.0","off","closed","constant","26.0","0.75","1068002"
"CASE_01069","X1","terminal_block","DC","5.0","30.0","normal","closed","constant","26.0","0.75","1069000"
"CASE_01070","X1","terminal_block","DC","5.0","30.0","normal","closed","constant","26.0","0.75","1070001"
"CASE_01071","X1","terminal_block","DC","5.0","30.0","normal","closed","constant","26.0","0.75","1071002"
"CASE_01072","X1","terminal_block","DC","5.0","30.0","reduced","closed","constant","26.0","0.75","1072000"
"CASE_01073","X1","terminal_block","DC","5.0","30.0","reduced","closed","constant","26.0","0.75","1073001"
"CASE_01074","X1","terminal_block","DC","5.0","30.0","reduced","closed","constant","26.0","0.75","1074002"
"CASE_01075","X1","terminal_block","DC","5.0","30.0","forced","closed","constant","26.0","0.75","1075000"
"CASE_01076","X1","terminal_block","DC","5.0","30.0","forced","closed","constant","26.0","0.75","1076001"
"CASE_01077","X1","terminal_block","DC","5.0","30.0","forced","closed","constant","26.0","0.75","1077002"
"CASE_01078","X1","terminal_block","DC","5.0","30.0","off","closed","constant","26.0","0.75","1078000"
"CASE_01079","X1","terminal_block","DC","5.0","30.0","off","closed","constant","26.0","0.75","1079001"
"CASE_01080","X1","terminal_block","DC","5.0","30.0","off","closed","constant","26.0","0.75","1080002"
"CASE_01081","X1","terminal_block","DC","10.0","0.0","normal","closed","constant","26.0","0.75","1081000"
"CASE_01082","X1","terminal_block","DC","10.0","0.0","normal","closed","constant","26.0","0.75","1082001"
"CASE_01083","X1","terminal_block","DC","10.0","0.0","normal","closed","constant","26.0","0.75","1083002"
"CASE_01084","X1","terminal_block","DC","10.0","0.0","reduced","closed","constant","26.0","0.75","1084000"
"CASE_01085","X1","terminal_block","DC","10.0","0.0","reduced","closed","constant","26.0","0.75","1085001"
"CASE_01086","X1","terminal_block","DC","10.0","0.0","reduced","closed","constant","26.0","0.75","1086002"
"CASE_01087","X1","terminal_block","DC","10.0","0.0","forced","closed","constant","26.0","0.75","1087000"
"CASE_01088","X1","terminal_block","DC","10.0","0.0","forced","closed","constant","26.0","0.75","1088001"
"CASE_01089","X1","terminal_block","DC","10.0","0.0","forced","closed","constant","26.0","0.75","1089002"
"CASE_01090","X1","terminal_block","DC","10.0","0.0","off","closed","constant","26.0","0.75","1090000"
"CASE_01091","X1","terminal_block","DC","10.0","0.0","off","closed","constant","26.0","0.75","1091001"
"CASE_01092","X1","terminal_block","DC","10.0","0.0","off","closed","constant","26.0","0.75","1092002"
"CASE_01093","X1","terminal_block","DC","10.0","5.0","normal","closed","constant","26.0","0.75","1093000"
"CASE_01094","X1","terminal_block","DC","10.0","5.0","normal","closed","constant","26.0","0.75","1094001"
"CASE_01095","X1","terminal_block","DC","10.0","5.0","normal","closed","constant","26.0","0.75","1095002"
"CASE_01096","X1","terminal_block","DC","10.0","5.0","reduced","closed","constant","26.0","0.75","1096000"
"CASE_01097","X1","terminal_block","DC","10.0","5.0","reduced","closed","constant","26.0","0.75","1097001"
"CASE_01098","X1","terminal_block","DC","10.0","5.0","reduced","closed","constant","26.0","0.75","1098002"
"CASE_01099","X1","terminal_block","DC","10.0","5.0","forced","closed","constant","26.0","0.75","1099000"
"CASE_01100","X1","terminal_block","DC","10.0","5.0","forced","closed","constant","26.0","0.75","1100001"
"CASE_01101","X1","terminal_block","DC","10.0","5.0","forced","closed","constant","26.0","0.75","1101002"
"CASE_01102","X1","terminal_block","DC","10.0","5.0","off","closed","constant","26.0","0.75","1102000"
"CASE_01103","X1","terminal_block","DC","10.0","5.0","off","closed","constant","26.0","0.75","1103001"
"CASE_01104","X1","terminal_block","DC","10.0","5.0","off","closed","constant","26.0","0.75","1104002"
"CASE_01105","X1","terminal_block","DC","10.0","10.0","normal","closed","constant","26.0","0.75","1105000"
"CASE_01106","X1","terminal_block","DC","10.0","10.0","normal","closed","constant","26.0","0.75","1106001"
"CASE_01107","X1","terminal_block","DC","10.0","10.0","normal","closed","constant","26.0","0.75","1107002"
"CASE_01108","X1","terminal_block","DC","10.0","10.0","reduced","closed","constant","26.0","0.75","1108000"
"CASE_01109","X1","terminal_block","DC","10.0","10.0","reduced","closed","constant","26.0","0.75","1109001"
"CASE_01110","X1","terminal_block","DC","10.0","10.0","reduced","closed","constant","26.0","0.75","1110002"
"CASE_01111","X1","terminal_block","DC","10.0","10.0","forced","closed","constant","26.0","0.75","1111000"
"CASE_01112","X1","terminal_block","DC","10.0","10.0","forced","closed","constant","26.0","0.75","1112001"
"CASE_01113","X1","terminal_block","DC","10.0","10.0","forced","closed","constant","26.0","0.75","1113002"
"CASE_01114","X1","terminal_block","DC","10.0","10.0","off","closed","constant","26.0","0.75","1114000"
"CASE_01115","X1","terminal_block","DC","10.0","10.0","off","closed","constant","26.0","0.75","1115001"
"CASE_01116","X1","terminal_block","DC","10.0","10.0","off","closed","constant","26.0","0.75","1116002"
"CASE_01117","X1","terminal_block","DC","10.0","20.0","normal","closed","constant","26.0","0.75","1117000"
"CASE_01118","X1","terminal_block","DC","10.0","20.0","normal","closed","constant","26.0","0.75","1118001"
"CASE_01119","X1","terminal_block","DC","10.0","20.0","normal","closed","constant","26.0","0.75","1119002"
"CASE_01120","X1","terminal_block","DC","10.0","20.0","reduced","closed","constant","26.0","0.75","1120000"
"CASE_01121","X1","terminal_block","DC","10.0","20.0","reduced","closed","constant","26.0","0.75","1121001"
"CASE_01122","X1","terminal_block","DC","10.0","20.0","reduced","closed","constant","26.0","0.75","1122002"
"CASE_01123","X1","terminal_block","DC","10.0","20.0","forced","closed","constant","26.0","0.75","1123000"
"CASE_01124","X1","terminal_block","DC","10.0","20.0","forced","closed","constant","26.0","0.75","1124001"
"CASE_01125","X1","terminal_block","DC","10.0","20.0","forced","closed","constant","26.0","0.75","1125002"
"CASE_01126","X1","terminal_block","DC","10.0","20.0","off","closed","constant","26.0","0.75","1126000"
"CASE_01127","X1","terminal_block","DC","10.0","20.0","off","closed","constant","26.0","0.75","1127001"
"CASE_01128","X1","terminal_block","DC","10.0","20.0","off","closed","constant","26.0","0.75","1128002"
"CASE_01129","X1","terminal_block","DC","10.0","30.0","normal","closed","constant","26.0","0.75","1129000"
"CASE_01130","X1","terminal_block","DC","10.0","30.0","normal","closed","constant","26.0","0.75","1130001"
"CASE_01131","X1","terminal_block","DC","10.0","30.0","normal","closed","constant","26.0","0.75","1131002"
"CASE_01132","X1","terminal_block","DC","10.0","30.0","reduced","closed","constant","26.0","0.75","1132000"
"CASE_01133","X1","terminal_block","DC","10.0","30.0","reduced","closed","constant","26.0","0.75","1133001"
"CASE_01134","X1","terminal_block","DC","10.0","30.0","reduced","closed","constant","26.0","0.75","1134002"
"CASE_01135","X1","terminal_block","DC","10.0","30.0","forced","closed","constant","26.0","0.75","1135000"
"CASE_01136","X1","terminal_block","DC","10.0","30.0","forced","closed","constant","26.0","0.75","1136001"
"CASE_01137","X1","terminal_block","DC","10.0","30.0","forced","closed","constant","26.0","0.75","1137002"
"CASE_01138","X1","terminal_block","DC","10.0","30.0","off","closed","constant","26.0","0.75","1138000"
"CASE_01139","X1","terminal_block","DC","10.0","30.0","off","closed","constant","26.0","0.75","1139001"
"CASE_01140","X1","terminal_block","DC","10.0","30.0","off","closed","constant","26.0","0.75","1140002"
"CASE_01141","X1","terminal_block","DC","15.0","0.0","normal","closed","constant","26.0","0.75","1141000"
"CASE_01142","X1","terminal_block","DC","15.0","0.0","normal","closed","constant","26.0","0.75","1142001"
"CASE_01143","X1","terminal_block","DC","15.0","0.0","normal","closed","constant","26.0","0.75","1143002"
"CASE_01144","X1","terminal_block","DC","15.0","0.0","reduced","closed","constant","26.0","0.75","1144000"
"CASE_01145","X1","terminal_block","DC","15.0","0.0","reduced","closed","constant","26.0","0.75","1145001"
"CASE_01146","X1","terminal_block","DC","15.0","0.0","reduced","closed","constant","26.0","0.75","1146002"
"CASE_01147","X1","terminal_block","DC","15.0","0.0","forced","closed","constant","26.0","0.75","1147000"
"CASE_01148","X1","terminal_block","DC","15.0","0.0","forced","closed","constant","26.0","0.75","1148001"
"CASE_01149","X1","terminal_block","DC","15.0","0.0","forced","closed","constant","26.0","0.75","1149002"
"CASE_01150","X1","terminal_block","DC","15.0","0.0","off","closed","constant","26.0","0.75","1150000"
"CASE_01151","X1","terminal_block","DC","15.0","0.0","off","closed","constant","26.0","0.75","1151001"
"CASE_01152","X1","terminal_block","DC","15.0","0.0","off","closed","constant","26.0","0.75","1152002"
"CASE_01153","X1","terminal_block","DC","15.0","5.0","normal","closed","constant","26.0","0.75","1153000"
"CASE_01154","X1","terminal_block","DC","15.0","5.0","normal","closed","constant","26.0","0.75","1154001"
"CASE_01155","X1","terminal_block","DC","15.0","5.0","normal","closed","constant","26.0","0.75","1155002"
"CASE_01156","X1","terminal_block","DC","15.0","5.0","reduced","closed","constant","26.0","0.75","1156000"
"CASE_01157","X1","terminal_block","DC","15.0","5.0","reduced","closed","constant","26.0","0.75","1157001"
"CASE_01158","X1","terminal_block","DC","15.0","5.0","reduced","closed","constant","26.0","0.75","1158002"
"CASE_01159","X1","terminal_block","DC","15.0","5.0","forced","closed","constant","26.0","0.75","1159000"
"CASE_01160","X1","terminal_block","DC","15.0","5.0","forced","closed","constant","26.0","0.75","1160001"
"CASE_01161","X1","terminal_block","DC","15.0","5.0","forced","closed","constant","26.0","0.75","1161002"
"CASE_01162","X1","terminal_block","DC","15.0","5.0","off","closed","constant","26.0","0.75","1162000"
"CASE_01163","X1","terminal_block","DC","15.0","5.0","off","closed","constant","26.0","0.75","1163001"
"CASE_01164","X1","terminal_block","DC","15.0","5.0","off","closed","constant","26.0","0.75","1164002"
"CASE_01165","X1","terminal_block","DC","15.0","10.0","normal","closed","constant","26.0","0.75","1165000"
"CASE_01166","X1","terminal_block","DC","15.0","10.0","normal","closed","constant","26.0","0.75","1166001"
"CASE_01167","X1","terminal_block","DC","15.0","10.0","normal","closed","constant","26.0","0.75","1167002"
"CASE_01168","X1","terminal_block","DC","15.0","10.0","reduced","closed","constant","26.0","0.75","1168000"
"CASE_01169","X1","terminal_block","DC","15.0","10.0","reduced","closed","constant","26.0","0.75","1169001"
"CASE_01170","X1","terminal_block","DC","15.0","10.0","reduced","closed","constant","26.0","0.75","1170002"
"CASE_01171","X1","terminal_block","DC","15.0","10.0","forced","closed","constant","26.0","0.75","1171000"
"CASE_01172","X1","terminal_block","DC","15.0","10.0","forced","closed","constant","26.0","0.75","1172001"
"CASE_01173","X1","terminal_block","DC","15.0","10.0","forced","closed","constant","26.0","0.75","1173002"
"CASE_01174","X1","terminal_block","DC","15.0","10.0","off","closed","constant","26.0","0.75","1174000"
"CASE_01175","X1","terminal_block","DC","15.0","10.0","off","closed","constant","26.0","0.75","1175001"
